descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Ap no Arvoredo - Xaxim 3 dorm;Rua Francisco Derosso;['100'];[3];[2];-;310000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-67m2-venda-RS310000-id-2536878887/
APARTAMENTO com 2 dormitórios à venda com 155.52m² por R$ 1.390.000,00 no bairro Batel - CURITIBA /;Alameda Dom Pedro II;['155'];[2];[3];-;7000;2250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-118m2-venda-RS1390000-id-2543500821/
Apartamento para venda possui 75 metros quadrados com 2 quartos em Capão Raso - Curitiba - PR;Avenida Winston Churchill;['102'];[2];[2];-;565000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-75m2-venda-RS565000-id-2542537484/
Apartamento no Batel - ARYA 1;Avenida Silva Jardim;['614'];[4];[6];-;2980000;1980;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-422m2-venda-RS2980000-id-2529810837/
Curitiba - Apartamento Padrão - Cabral;-;['110'];[3];[2];-;722000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-86m2-venda-RS722000-id-2537513573/
Apartamento à venda, 61 m² por R$ 235.000,00 - Xaxim - Curitiba/PR;-;['68'];[3];[2];-;235000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-62m2-venda-RS235000-id-2531852086/
CURITIBA - Apartamento Padrão - Portão;-;['84'];[3];[3];-;439900;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-84m2-venda-RS439900-id-2522778787/
Apartamento no Ecoville - ARYA1;Rua Elvira Harkot Ramina;['434'];[4];[4];-;2200000;1316;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-289m2-venda-RS2200000-id-2535442490/
Edifício All You Need;Rua Riachuelo;['17'];[1];[1];-;180000;417;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-17m2-venda-RS180000-id-2518441885/
Apartamento 3 dormitórios (1 suíte) - Centro;Rua Voluntários da Pátria;['150'];[3];[3];-;330000;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-150m2-venda-RS330000-id-2542729820/
Apartamento no Água Verde - 2 dormitórios, 1 suíte e 2 vagas de garagem.;Rua Alcebíades Plaisant;['166'];[2];[2];-;750000;930;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-111m2-venda-RS750000-id-2541742598/
Apartamento para venda tem 147 metros quadrados com 3 quartos em Água Verde - Curitiba - PR;Rua Dom Pedro I;['237'];[2];[2];-;949000;340;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-147m2-venda-RS949000-id-2509362579/
Apartamento no bairro Água Verde - Curitiba - PR;Avenida Silva Jardim;['125'];[3];[3];-;595000;816;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-125m2-venda-RS595000-id-2512549381/
Apartamento Garden com 1 dormitório à venda, 37 m² por R$ 213.354,00 - Água Verde - Curitiba/PR;Rua Guararapes;['38'];[1];[1];-;213354;200;https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-verde-bairros-curitiba-38m2-venda-RS213354-id-2525524772/
Curitiba - Apartamento Padrão - Portão;-;['100'];[2];[2];-;450000;466;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-74m2-venda-RS450000-id-2538645991/
CURITIBA - Apartamento Padrão - Fanny;-;['46'];[2];[1];-;249900;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fanny-bairros-curitiba-com-garagem-46m2-venda-RS249900-id-2529121928/
HELBOR STAY BATEL ( REVENDA 15 ANDAR ) APARTAMENTO STUDIO MOBILAIDO E DECORADO NO BATEL;Avenida Silva Jardim;[];[1];[1];-;305000;400;https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-24m2-venda-RS305000-id-2537712278/
Apartamento para venda com 227 metros quadrados com 2 quartos em Mossunguê - Curitiba - PR;Rua Francisco Juglair;['313'];[2];[2];-;1450000;1170;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-227m2-venda-RS1450000-id-2538631187/
Apartamento na planta à venda por R$ 279.754 - Vila Izabel - Curitiba/PR;Rua Bororós;['50'];[2];[1];-;279754;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-50m2-venda-RS279754-id-2539725578/
Apartamento 03 quartos mobiliado no Centro;-;['96'];[3];[2];-;390000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-96m2-venda-RS390000-id-2541082639/
ANO NOVO CASA NAOVA BASI - VALOR DE R$280.000,00 POR R$244.000,00 - VÁLIDO ATÉ !;Rua Professor Assis Gonçalves;['97'];[3];[2];-;244000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-61m2-venda-RS244000-id-2526662605/
Curitiba - Apartamento Padrão - Portão;-;['129'];[3];[2];-;395000;731;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-84m2-venda-RS395000-id-2533435480/
Apartamento Garden com 3 dormitórios à venda, 476 m² por R$ 4.858.200,00 - Cabral - Curitiba/PR;Rua Quintino Bocaiúva;['696'];[3];[4];-;4858200;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-476m2-venda-RS4858200-id-2538149318/
Garden no Juvevê - ARYA1;Rua Mauá;['416'];[3];[4];-;1300000;861;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-332m2-venda-RS1300000-id-2544566136/
Apartamento no Bigorrilho - ARYA 1;Alameda Júlia da Costa;['350'];[4];[5];-;1300000;1766;https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-238m2-venda-RS1300000-id-2544664216/
Apartamento à venda no bairro Bigorrilho - Curitiba/PR;Rua Padre Anchieta;['138'];[3];[2];-;495000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-102m2-venda-RS495000-id-2540050482/
Apartamento 2 quartos no Água Verde/Batel;-;['69'];[2];[1];-;299900;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-62m2-venda-RS299900-id-2543598287/
CURITIBA - Apartamento Padrão - Cidade Industrial;-;['62'];[3];[1];-;220900;360;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-62m2-venda-RS220900-id-2523539882/
Apartamento para Venda em Curitiba, Bigorrilho, 4 dormitórios, 4 suítes, 4 banheiros, 4 vagas;Rua Martim Afonso;['477'];[4];[4];-;3921900;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-248m2-venda-RS3921900-id-2543901494/
CURITIBA - Apartamento Padrão - Juvevê;-;['159'];[3];[2];-;1723454;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-159m2-venda-RS1723454-id-2528977946/
CURITIBA - Apartamento Padrão - Juvevê;-;['133'];[3];[1];-;1352418;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-133m2-venda-RS1352418-id-2528977948/
Evolve - Apartamento 105 M²,com 3 Quartos Sendo 1 Suíte E 2 Vagas De Garagem;Avenida Marechal Humberto de Alencar Castelo Branco;[];[3];[2];-;883000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-105m2-venda-RS883000-id-2527295043/
APARTAMENTO com 3 dormitórios à venda com 2241.23m² por R$ 600.370,00 no bairro Cristo Rei - CURITIB;Rua do Herval;['2241'];[3];[1];-;600370;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-81m2-venda-RS600370-id-2540068820/
DUET MERCÊS | Conforto & Exclusividade próximo a Praça 29 de Março;Rua Visconde do Rio Branco;['161'];[2];[2];-;786200;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-85m2-venda-RS786200-id-2519809478/
CURITIBA - Apartamento Padrão - Bigorrilho;-;['199'];[3];[2];-;3968820;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-199m2-venda-RS3968820-id-2528979396/
Apartamento para venda com 81 metros quadrados com 3 quartos em Campina do Siqueira - Curitiba - PR;Rua Francisco Lachowski;['98'];[3];[2];-;661900;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-81m2-venda-RS661900-id-2531346122/
Apartamento com 03 quartos no Centro Cívico-1784-HABITEC;Rua Ivo Leão;['170'];[3];[5];-;700000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-170m2-venda-RS700000-id-2533667688/
Apartamento no Água Verde - ARYA 1;Rua Dom Pedro I;['194'];[3];[3];-;700000;447;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-130m2-venda-RS700000-id-2540265579/
Apartamento para venda com 62 metros quadrados com 3 quartos em Fazendinha - Curitiba - PR;Rua Antônio Dalmarco;['69'];[3];[2];-;255000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-62m2-venda-RS255000-id-2538197128/
Apartamento para Venda em Curitiba, Pinheirinho, 2 dormitórios, 1 banheiro, 1 vaga;Rodovia BR-116;['55'];[2];[1];-;210000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-46m2-venda-RS210000-id-2543509227/
Apartamento no Mercês - ARYA 1;Rua João Batista Dallarmi;['252'];[3];[3];-;1400000;361;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-184m2-venda-RS1400000-id-2536994877/
Apartamento à venda 2 Quartos, 1 Suite, 1 Vaga, 69.19M², Hauer, Curitiba - PR;Avenida Marechal Floriano Peixoto;['69'];[2];[2];-;340000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-hauer-bairros-curitiba-com-garagem-56m2-venda-RS340000-id-2537915150/
CURITIBA - Apartamento Padrão - Cristo Rei;-;['41'];[1];[1];-;187700;260;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cristo-rei-bairros-curitiba-com-garagem-32m2-venda-RS187700-id-2526135811/
Apartamento com 2 dormitórios à venda, 125 m² por R$ 1.440.900,00 - Bigorrilho - Curitiba/PR;Rua Martim Afonso;['236'];[2];[2];-;1440900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-126m2-venda-RS1440900-id-2538149315/
Apartamento com 2 dormitórios à venda, 64 m² por R$ 322.000,00 - Parolin - Curitiba/PR;-;['91'];[2];[2];-;322000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-parolin-bairros-curitiba-com-garagem-64m2-venda-RS322000-id-2544989014/
Apartamento para Venda em Curitiba, Campo Comprido, 2 dormitórios, 1 banheiro;-;['58'];[2];[1];-;235000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-58m2-venda-RS235000-id-2537038158/
APARTAMENTO com 1 dormitório à venda com 19.17m² por R$ 205.000,00 no bairro Água Verde - CURITIBA /;Praça Padre João Bagozzi;['19'];[1];[1];-;205000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-verde-bairros-curitiba-19m2-venda-RS205000-id-2539789489/
APARTAMENTO RESIDENCIAL em CURITIBA - PR, BACACHERI;Rua Amadeu Assad Yassim;['65'];[3];[1];-;425000;370;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-65m2-venda-RS425000-id-2539409205/
Apartamento com 3 dormitórios à venda, 240 m² por R$ 3.250.000,00 - Cabral - Curitiba/PR;-;['379'];[3];[5];-;3250000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-240m2-venda-RS3250000-id-2541688479/
Apartamento com 3 dormitórios à venda, 107 m² por R$ 788.000 - Água Verde - Curitiba/PR;Rua Marquês do Paraná;['107'];[3];[3];-;788000;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-107m2-venda-RS788000-id-2540304977/
Curitiba - Apartamento Padrão - Água Verde;-;['67'];[2];[1];-;270000;595;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-52m2-venda-RS270000-id-2534580851/
Apartamento no Água Verde - ARYA 1;Avenida Silva Jardim;['614'];[4];[6];-;2980000;1980;https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-422m2-venda-RS2980000-id-2529810836/
Curitiba - Apartamento Padrão - Ahú;-;['202'];[3];[1];-;1530000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-132m2-venda-RS1530000-id-2533259780/
Apartamento com 3 dormitórios à venda, 57 m² por R$ 230.000,00 - Novo Mundo - Curitiba/PR;Rua Luiz Leopoldo Landal;['65'];[3];[1];-;230000;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-57m2-venda-RS230000-id-2543025524/
Apartamento com 2 dormitórios à venda, 70 m² por R$ 517.000,00 - Bigorrilho - Curitiba/PR;Alameda Júlia da Costa;['70'];[2];[1];-;517000;594;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-70m2-venda-RS517000-id-2538592851/
CURITIBA - Apartamento Padrão - Ecoville;Rua Alberto Francisco Tossin;['212'];[3];[4];-;1100000;1180;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-119m2-venda-RS1100000-id-2541187700/
APARTAMENTO com 4 dormitórios à venda por R$ 2.745.000,00 no bairro Campo Comprido - CURITIBA / PR;Rua Professor Pedro Viriato Parigot de Souza;['244'];[4];[4];-;2745000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-campo-comprido-bairros-curitiba-com-garagem-244m2-venda-RS2745000-id-2540067938/
Apartamento 2 quartos no Hauer;-;['72'];[2];[1];-;285000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boqueirao-bairros-curitiba-com-garagem-64m2-venda-RS285000-id-2544298430/
CURITIBA - Apartamento Padrão - Batel;-;['23'];[1];[1];-;305600;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-23m2-venda-RS305600-id-2528978923/
CURITIBA - Apartamento Padrão - Barreirinha;-;['72'];[2];[1];-;139000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-barreirinha-bairros-curitiba-com-garagem-41m2-venda-RS139000-id-2537084981/
Apartamento a venda 3 quartos, sendo 1 suite e 1 vaga de garagem no Cristo rei.;Rua Adão Sobocinski;['79'];[3];[2];-;398000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-79m2-venda-RS398000-id-2536862981/
Apartamento | Garden | 4 dormitórios | 321 m² | Cabral;-;['466'];[4];[6];-;5510400;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-321m2-venda-RS5510400-id-2541909118/
Curitiba - Apartamento Padrão - Mercês;-;['395'];[3];[4];-;1170000;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-250m2-venda-RS1170000-id-2541828871/
Apartamento com 4 dormitórios à venda, 241 m² por R$ 980.000,00 - Champagnat - Curitiba/PR;Avenida Cândido Hartmann;['281'];[4];[5];-;980000;1812;https://www.vivareal.com.br/imovel/apartamento-4-quartos-champagnat-bairros-curitiba-com-garagem-241m2-venda-RS980000-id-2523850309/
Apartamento com 3 quartos à venda, 76 m² por R$ 285.000 - Água Verde - Curitiba/PR;Rua Brasílio Itiberê;[];[3];[1];-;285000;260;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-76m2-venda-RS285000-id-2544631283/
Apartamento no Ahí - ARYA 1;Rua Eurípedes Garcez do Nascimento;['238'];[2];[3];-;1700000;1308;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ahu-bairros-curitiba-com-garagem-123m2-venda-RS1700000-id-2538910086/
Apartamento com 3 dormitórios à venda, 119 m² por R$ 915.000,00 - Ecoville - Curitiba/PR;Rua Geraldo Lipka;['179'];[3];[3];-;915000;1170;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-119m2-venda-RS915000-id-2539794801/
Apartamento para venda com 72 metros quadrados com 3 quartos em Lindóia - Curitiba - PR;Rua Aleixo Bettega;['83'];[3];[2];-;250000;440;https://www.vivareal.com.br/imovel/apartamento-3-quartos-lindoia-bairros-curitiba-com-garagem-72m2-venda-RS250000-id-2531362054/
Apartamento com 03 dormitorios, estilo clássico, amplo e confortável, 03 vagas, Alto da XV - Curitib;Rua Camões;['327'];[4];[2];-;1420000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-205m2-venda-RS1420000-id-2544992695/
CURITIBA - Apartamento Padrão - Portão;Rua Álvaro Andrade;['167'];[3];[1];-;630000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-85m2-venda-RS630000-id-2533109687/
Curitiba - Apartamento Padrão - Seminário;-;['180'];[2];[2];-;800000;700;https://www.vivareal.com.br/imovel/apartamento-2-quartos-seminario-bairros-curitiba-com-garagem-135m2-venda-RS800000-id-2532781456/
CURITIBA - Apartamento Padrão - Água Verde;Rua Palmeiras;['194'];[3];[2];-;990000;915;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-121m2-venda-RS990000-id-2534778800/
APARTAMENTO À VENDA EM LINDÓIA, CURITIBA;Avenida Presidente Wenceslau Braz;['87'];[3];[2];-;375000;614;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-68m2-venda-RS375000-id-2543568428/
Living Yard, Apartamento 3 dormitórios revertido p/ 2- Guairá - Curitiba/PR;Rua Abel Scuissiato;['87'];[3];[2];-;550000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-guaira-bairros-curitiba-com-garagem-86m2-venda-RS550000-id-2527486296/
Apartamento no Juvevê - ARYA 1;Avenida Paraná;['308'];[4];[4];-;900000;1581;https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-205m2-venda-RS900000-id-2523913211/
Apartamento a VENDA e LOCAÇÃO - Bairro Alto;Rua José Fernandes Maldonado;['70'];[3];[2];-;280000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bairro-alto-bairros-curitiba-com-garagem-64m2-venda-RS280000-id-2540750679/
CURITIBA - Apartamento Padrão - São Francisco;-;['132'];[2];[2];-;585000;589;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-77m2-venda-RS585000-id-2530067124/
Apartamento com 1 dormitório à venda, 33 m² por R$ 212.000,00 - Portão - Curitiba/PR;Rua Padre Leonardo Nunes;['65'];[1];[1];-;212000;320;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-34m2-venda-RS212000-id-2428740780/
Apartamento para venda com 25 metros quadrados com 1 quarto em Centro - Curitiba - PR;Rua Visconde do Rio Branco;[];[1];[1];-;299000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-25m2-venda-RS299000-id-2526309677/
Excelente Oportunidade;Rua Jair Coelho;['49'];[2];[1];-;129000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-45m2-venda-RS129000-id-2534687988/
APARTAMENTO com 3 dormitórios à venda com 124.38m² por R$ 520.000,00 no bairro Rebouças - CURITIBA /;Rua Brigadeiro Franco;['124'];[3];[2];-;520000;275;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-100m2-venda-RS520000-id-2527164993/
CURITIBA - Apartamento Padrão - Campo Comprido;-;['143'];[3];[1];-;1716581;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-143m2-venda-RS1716581-id-2544033137/
Apartamento Novo com 1 dormitório -Novo Mundo!!;Rua Eduardo Carlos Pereira;['49'];[1];[1];-;189000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-35m2-venda-RS189000-id-2508539681/
APARTAMENTO com 3 dormitórios à venda por R$ 1.923.139,83 no bairro Bigorrilho - CURITIBA / PR;Rua Alferes Ângelo Sampaio;['318'];[3];[3];-;1923139;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-318m2-venda-RS1923139-id-2540068916/
Apartamento Kitchenette/Studio em Centro - Curitiba, PR;Rua Riachuelo;['28'];[1];[1];-;254900;517;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-28m2-venda-RS254900-id-2543124887/
Vendo Apartamento Garden no Alto da Gloria R$ 1.136.000,00;Rua Maria Clara;['198'];[2];[2];-;1136000;600;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-gloria-bairros-curitiba-com-garagem-71m2-venda-RS1136000-id-2538172839/
Lindo apartamento alto padrão no Alto da Glória;-;['123'];[3];[3];-;1290000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-123m2-venda-RS1290000-id-2543409115/
Apartamento 2 quartos à venda, 73 m2 privativos - Bigorrilho - Curitiba/PR;Alameda Júlia da Costa;['123'];[2];[2];-;659000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-73m2-venda-RS659000-id-2543095730/
APARTAMENTO A VENDA ÁGUA VERDE;Travessa Capitão Clementino Paraná;['258'];[3];[5];-;1115000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-164m2-venda-RS1115000-id-2536707879/
Apartamento para venda possui 146 metros quadrados com 3 quartos em Batel - Curitiba - PR;Rua Gonçalves Dias;['200'];[3];[2];-;1050000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-146m2-venda-RS1050000-id-2504458697/
CURITIBA - Apartamento Padrão - Bigorrilho;-;['128'];[3];[2];-;922694;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-102m2-venda-RS922694-id-2537740382/
APARTAMENTO com 2 dormitórios à venda com 118.91m² por R$ 565.000,00 no bairro Bom Retiro - CURITIBA;Avenida Desembargador Hugo Simas;['118'];[2];[1];-;565000;730;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bom-retiro-bairros-curitiba-com-garagem-73m2-venda-RS565000-id-2539789487/
Conheça o Luna: lançamento da Maken Incorporadora;Rua Bom Jesus;['169'];[3];[3];-;1149756;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-117m2-venda-RS1149756-id-2544206936/
Apartamento para venda possui 45 metros quadrados com 1 quarto em Batel - Curitiba - PR;Avenida do Batel;['80'];[1];[1];-;570000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-com-garagem-45m2-venda-RS570000-id-2492389177/
Apartamento para Venda em Curitiba, Vila Izabel, 3 dormitórios, 1 suíte, 1 banheiro, 2 vagas;Rua Vital Brasil;['88'];[3];[1];-;715000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-88m2-venda-RS715000-id-2532267780/
Edifício Ícaro - Apartamento com 4 Quartos/4 Suítes/5 Vagas;Rua Vereador Garcia Rodrigues Velho;['986'];[4];[6];-;9468638;1;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-549m2-venda-RS9468638-id-2507623796/
Lindo Apartamento - 3 quartos, 1 suíte - Cabral;Avenida Nossa Senhora da Luz;['150'];[3];[2];-;585000;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-100m2-venda-RS585000-id-2487531784/
CURITIBA - Apartamento Padrão - Ahú;-;['344'];[3];[1];-;2878082;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-344m2-venda-RS2878082-id-2528980174/
Otimo apartamento nas Merces - 03 dormitorios sendo 01 suite, empreendimento novo.;Alameda Princesa Izabel;['118'];[3];[2];-;830000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-118m2-venda-RS830000-id-2539211229/
Vila Izabel, Apartamento com 2 dormits, (1 suite), 2 vagas.;Rua Professor Ulisses Vieira;['138'];[2];[2];-;581800;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-68m2-venda-RS581800-id-2530831101/
MAISON ALTO DA GLÓRIA | Garden com 02 Dormitórios - próximo ao Círculo Militar;Rua Maria Clara;['208'];[2];[2];-;1083900;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-gloria-bairros-curitiba-com-garagem-133m2-venda-RS1083900-id-2519870878/
Apartamento com 3 dormitórios à venda, 79 m² por R$ 530.000,00 - Água Verde - Curitiba/PR;Avenida Silva Jardim;['124'];[3];[2];-;530000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-79m2-venda-RS530000-id-2518261245/
Ótima Localização...;Rua Denizart Pacheco de Carvalho;['81'];[2];[1];-;260000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fanny-bairros-curitiba-com-garagem-56m2-venda-RS260000-id-2519406400/
Imperdível! Apto maravilhoso!;Rua Capitão José Maria Sobrinho;['88'];[2];[2];-;363000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fanny-bairros-curitiba-com-garagem-88m2-venda-RS363000-id-2431410819/
CURITIBA - Apartamento Padrão - Bigorrilho;-;['240'];[3];[3];-;890000;917;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-160m2-venda-RS890000-id-2537084992/
APARTAMENTO COM TRÊS DORMITÓRIOS NO BAIRRO UBERABA!! OPORTUNIDADE QUE VOCÊ ESTAVA ESPERANDO!!;Avenida Senador Salgado Filho;['64'];[3];[1];-;210000;215;https://www.vivareal.com.br/imovel/apartamento-3-quartos-uberaba-bairros-curitiba-com-garagem-58m2-venda-RS210000-id-2540409064/
Apartamento com 1 dormitório à venda, 55 m² por R$ 500.000,00 - Centro - Curitiba/PR;Rua Amintas de Barros;['93'];[1];[1];-;500000;310;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-55m2-venda-RS500000-id-2540263279/
